	"10_6_5_11" "9_6_5_11" "purep53" "JMS8-2" "JMS8-3" "JMS8-4" "JMS8-5" "JMS9-P7c" "JMS9-P8c"
"Kdm1a" 3595 6156 7373 5954 13055 8554 9640 3367 2736
"Tex46" 0 0 1 3 0 2 1 1 0
"Lactbl1" 0 0 0 0 0 0 0 0 0
"Ephb2" 10 24 880 864 49 69 1217 7 11
"100862132" 0 0 0 0 0 0 0 0 0
"C1qb" 1 3 13 13 12 8 16 6 2
"C1qc" 4 7 61 29 48 34 61 18 25
"C1qa" 7 8 84 40 68 42 67 36 35
"Epha8" 1 12 9 15 14 3 1 0 1
"Zbtb40" 548 1065 859 966 1910 961 710 488 290
"Gm13003" 20 142 1 6 243 45 4 152 40
"Wnt4" 453 7450 319 308 17696 2266 332 4733 933
"Cdc42" 13322 13685 19272 15367 30432 24824 16991 7575 8023
"Cela3a" 0 0 0 0 0 0 0 0 0
"Cela3b" 0 1 0 5 0 0 1 0 0
"1700013G24Rik" 0 0 1 1 0 0 1 0 0
"Hspg2" 2529 1991 58690 55265 4719 6763 56712 708 1337
"Ldlrad2" 0 1 3 3 1 0 12 0 0
"Usp48" 3809 4343 5906 5409 8669 6287 5243 2958 2725
"Rap1gap" 1344 1744 3055 2707 3756 1896 2898 951 960
"100862140" 0 0 0 0 0 0 0 0 0
"Alpl" 2936 1917 9995 13851 5743 4650 9516 680 1346
"Ece1" 2525 7220 9274 8971 15176 5008 10237 4169 1897
"Gm13012" 1 1 0 4 2 1 2 0 2
"Eif4g3" 8011 11230 14733 12553 23355 14522 13475 6963 4747
"Hp1bp3" 3623 5891 9686 9635 11598 6732 10340 3833 2640
"Sh2d5" 75 62 3041 1483 345 358 6228 31 40
"Kif17" 29 35 212 174 60 46 360 14 16
"Ddost" 5230 7600 17509 13800 18071 11451 12413 3659 3329
"Pink1" 2937 4189 7818 8487 8238 4937 7146 1931 1576
"Cda" 55 32 3607 2528 157 210 4962 11 37
"Fam43b" 1 4 899 528 8 22 1127 1 3
"Mul1" 1500 1873 3626 3174 4792 2928 3165 1366 933
"Camk2n1" 472 2323 1095 1574 4247 976 1113 1533 523
"Vwa5b1" 0 2 0 0 9 0 0 0 0
"Ubxn10" 1 13 1 3 8 3 1 3 0
"Pla2g2c" 0 0 0 0 1 0 0 0 0
"Pla2g2f" 1 2 1 0 5 0 0 33 1
"Pla2g2d" 2 14 10 12 25 16 12 9 7
"Pla2g5" 2 98 1 5 121 12 1 44 15
"Pla2g2a" 0 0 0 0 0 0 0 0 0
"Pla2g2e" 1 5 0 1 5 2 3 1 3
"Otud3" 309 581 482 396 1173 672 500 313 164
"Rnf186" 0 2 4 2 3 5 1 3 0
"Tmco4" 925 1117 1472 1397 2099 1432 1281 522 438
"Htr6" 0 0 4 11 0 1 7 0 1
"Nbl1" 214 648 3251 3161 1207 623 3047 390 189
"Minos1" 1128 2610 4494 2937 4446 2374 3010 1387 844
"Gm16287" 0 3 0 3 4 2 5 1 0
"Capzb" 3898 7264 17675 15902 13729 6954 14356 4189 2694
"Pqlc2" 86 148 226 191 376 236 182 123 53
"Akr7a5" 1012 1104 3052 2437 2487 1505 1780 568 479
"Mrto4" 392 437 1279 1174 1260 901 1172 325 292
"Emc1" 874 1372 3246 3046 2773 1749 2814 721 466
"Ubr4" 15339 22478 23240 24441 49959 33464 28852 11728 8165
"Iffo2" 4170 2958 24802 25684 5956 5805 19756 1546 1972
"Aldh4a1" 485 602 3078 3585 1401 1003 2532 313 260
"Tas1r2" 0 0 11 15 0 7 7 0 0
"Pax7" 0 0 2 1 1 0 0 0 0
"4933427I22Rik" 0 0 2 2 6 2 7 0 0
"Klhdc7a" 2826 849 70 136 1897 2457 72 723 1699
"Igsf21" 12 6 3 5 13 20 1 2 6
"Gm9867" 0 0 0 0 0 0 0 0 0
"Arhgef10l" 3582 3602 2377 2618 7045 4771 1772 2063 2060
"Rcc2" 4618 5879 25600 21513 13267 7913 17024 3160 2207
"Padi6" 1 4 7 16 1 1 6 0 0
"Padi4" 67 488 16 21 457 147 17 166 50
"Padi3" 35 172 2977 2281 296 283 2264 125 55
"Gm13032" 9 66 40 48 47 14 26 15 1
"Padi1" 18 73 107 129 81 24 101 25 10
"4930515B02Rik" 0 0 0 1 0 0 2 0 0
"Padi2" 2554 9836 529 483 10554 4791 610 3442 1875
"100503750" 4 17 1 1 8 7 1 6 1
"Gm13031" 1 6 5 6 11 5 6 3 0
"Sdhb" 1674 2825 6107 5175 6356 3662 4195 1495 1109
"Atp13a2" 1712 1677 4966 3884 3239 2190 3302 820 856
"Mfap2" 18 38 486 505 29 142 576 10 19
"Crocc" 273 370 785 697 630 341 621 248 164
"100862201" 0 1 1 2 0 0 1 0 0
"Necap2" 1184 1926 2601 2132 3790 1900 1955 1177 719
"Spata21" 6 5 11 16 16 23 10 3 9
"Szrd1" 4020 4296 6630 5245 9829 6669 5050 2194 2115
"Fbxo42" 1593 1537 2983 2639 4100 3148 2946 972 853
"Rsg1" 11 5 22 22 14 8 10 3 1
"C630004L07Rik" 2 0 3 12 1 1 3 0 0
"Arhgef19" 531 1252 3480 2991 2555 1101 3089 798 331
"Gm13056" 26 63 12 5 83 28 7 36 12
"Epha2" 27574 14921 31887 30937 40343 38938 28582 7042 13135
"Fam131c" 52 48 57 32 123 74 29 23 20
"Clcnka" 3 10 0 2 19 2 1 7 0
"Gm13075" 0 0 1 0 0 0 0 0 0
"Clcnkb" 3 1 1 8 1 3 2 1 2
"Hspb7" 1 1 35 38 6 8 56 9 3
"Srarp" 1 3 2 0 4 2 0 1 0
"Zbtb17" 1880 2242 2980 1921 4367 3061 2439 1355 966
"Spen" 4893 4661 8958 9661 12602 9141 11091 2887 2854
"B330016D10Rik" 41 62 66 79 80 39 57 22 26
"Fblim1" 777 454 16972 19597 2274 1852 17481 294 550
"Tmem82" 31 42 25 27 58 37 13 17 14
"AI507597" 9 4 13 12 14 10 9 5 3
"Slc25a34" 49 17 44 36 51 119 40 7 13
"100862238" 3 1 0 3 4 3 0 1 2
"Plekhm2" 7146 3223 5716 4279 9886 13886 8407 1873 3548
"Ddi2" 1484 2238 2026 1613 4383 2263 2412 1553 1251
"Rsc1a1" 3 5 1 4 5 5 4 7 3
"Agmat" 0 1 17 14 3 0 12 0 0
"Dnajc16" 433 1361 855 891 2711 917 613 833 312
"Casp9" 486 962 549 512 1853 754 472 685 344
"Cela2a" 7 65 1 1 100 14 4 34 7
"Ctrc" 1 0 1 0 0 0 1 0 0
"Ctrcos" 0 1 0 0 0 2 2 0 0
"Efhd2" 26713 12817 17404 10041 48352 53946 30105 6956 17575
"100862248" 0 0 0 0 0 0 0 0 0
"Fhad1" 1051 426 789 694 2187 3519 1870 231 611
"Fhad1os1" 1 2 0 0 4 2 0 2 0
"4930455G09Rik" 18 22 99 126 95 78 146 22 11
"Tmem51" 2415 2438 15333 10310 7651 5257 16062 1492 1581
"Tmem51os1" 80 164 583 384 291 160 568 111 73
"Kazn" 3057 1802 5714 4007 6019 5871 6453 1285 2428
"6330411D24Rik" 0 0 0 1 0 0 0 0 0
"Prdm2" 5425 4603 8011 9508 12337 9505 9471 3265 3103
"100503517" 2 3 1 0 4 1 2 1 1
"Pdpn" 59 50 10120 9480 107 311 10036 18 68
"Lrrc38" 0 0 7 1 0 0 3 1 0
"Anp32b-ps1" 1555 1112 2888 2242 2512 2336 1666 644 654
"Pramel1" 0 0 0 0 0 0 2 0 0
"Pramef8" 696 871 745 906 2090 1424 674 586 436
"Oog4" 0 0 0 0 0 0 0 0 0
"Gm13043" 0 0 0 0 0 0 0 0 0
"Gm13040" 0 0 0 0 0 0 0 0 0
"Gm13057" 0 0 0 0 0 0 0 0 0
"BC080695" 0 0 2 0 0 0 0 0 0
"Gm13080" 0 0 0 0 0 0 0 0 0
"Gm13083" 0 0 0 0 0 0 0 0 0
"Gm13088" 0 0 0 0 0 0 0 0 0
"Gm13089" 0 0 0 0 0 0 0 0 0
"Gm13078" 0 0 0 0 0 0 0 0 0
"Gm13023" 0 0 0 0 2 0 1 0 0
"Gm13084" 0 0 0 0 0 0 0 0 0
"Gm13103" 0 0 0 0 0 1 0 0 0
"Pramef6" 0 0 0 0 0 0 0 0 0
"Pramef25" 0 0 0 0 0 0 0 0 0
"Pramef17" 0 0 0 0 0 0 0 0 0
"Pramel4" 0 0 0 0 0 0 1 0 0
"Gm13102" 0 0 0 0 0 0 0 0 0
"Oog3" 0 0 0 0 0 0 0 0 0
"Oog2" 0 0 0 0 0 0 0 0 0
"C87977" 0 0 0 0 0 0 0 0 0
"Gm13123" 120 172 280 251 370 225 243 94 78
"Pramel5" 0 0 0 0 0 1 0 0 0
"Gm13128" 0 0 0 0 0 0 0 0 0
"Gm13119" 0 0 1 0 0 0 1 0 0
"Pramef20" 0 0 0 0 0 0 0 0 0
"Pramef12" 7 12 52 59 25 9 53 10 5
"Pramef12os" 1 0 2 1 0 0 2 0 0
"1700012P22Rik" 0 3 1 6 9 3 6 3 0
"Gm9944" 0 5 1 0 0 0 0 12 1
"Aadacl3" 0 4 0 0 2 0 0 16 8
"9430007A20Rik" 0 0 0 0 0 0 0 0 0
"Gm13124" 0 0 0 0 0 0 0 0 0
"Aadacl4" 0 0 0 0 0 0 0 2 1
"Gm436" 0 0 0 0 0 0 0 6 0
"Gm13178" 17 9 1 0 19 28 1 8 4
"Gm438" 1 2 1 1 1 6 0 0 2
"Dhrs3" 2530 4044 673 767 6532 2639 696 3182 2150
"Vps13d" 4839 5549 5464 6750 13169 9593 6660 3773 3232
"Tnfrsf1b" 416 1139 192 185 2576 856 484 720 298
"Tnfrsf8" 3 1 2 0 0 3 1 2 0
"Smarca5-ps" 303 221 709 536 749 838 782 186 229
"195576" 1 0 2 0 2 0 0 0 0
"Gm13212" 9 35 39 26 38 14 37 14 7
"Gm13249" 3 1 2 0 0 0 0 0 0
"Zfp980" 0 3 0 0 7 7 1 8 3
"Gm13232" 0 0 0 0 0 0 0 0 0
"Znf41-ps" 112 503 490 360 719 295 447 404 159
"Gm13238" 1 2 22 5 8 3 13 1 2
"100861993" 0 0 3 0 1 0 0 0 0
"Gm13034" 140 120 402 193 267 329 358 83 88
"666445" 3 2 1 1 0 0 0 0 0
"Zfp987" 5 16 1 0 33 10 2 26 8
"Zfp600" 1 9 0 1 27 10 3 21 6
"Gm13167" 0 0 0 0 0 0 0 0 0
"Zfp992" 33 238 242 198 376 123 281 275 77
"Zfp981" 0 14 17 13 21 10 13 10 5
"1700095A21Rik" 0 0 0 0 1 1 0 0 0
"Gm13237" 20 36 157 42 19 12 40 7 6
"Zfp993" 8 41 42 22 60 18 37 45 11
"673430" 1 9 1 4 19 4 1 8 3
"Gm20875" 151 204 755 503 316 151 402 162 88
"Gm21082" 0 9 0 0 10 1 1 6 3
"100862027" 8 50 15 7 68 24 13 46 13
"Gm13149" 0 0 1 0 0 0 0 0 0
"Zfp986" 2 7 1 1 4 1 3 6 3
"Rex2" 2 14 1 2 6 4 1 12 3
"4933438K21Rik" 0 0 0 0 0 0 0 0 0
"Gm13160" 109 169 634 268 175 109 260 53 33
"Zfp991" 57 367 266 170 506 190 227 313 115
"Gm13147" 11 10 8 6 16 8 8 9 4
"Gm13144" 0 1 3 0 0 0 0 0 0
"Zfp982" 45 394 156 111 415 138 164 402 135
"Gm13141" 5 9 20 11 19 10 13 3 2
"Gm16503" 1 15 20 42 43 17 36 18 5
"Zfp985" 3 20 3 2 42 14 3 22 10
"Zfp979" 103 925 55 37 1239 518 49 1079 301
"Zfp534" 1 13 2 1 23 9 0 22 2
"Zfp984" 344 621 582 417 1117 697 549 573 304
"Rps19-ps3" 197 303 418 133 242 180 140 57 59
"Zfp933" 269 333 234 118 678 520 308 290 177
"100861716" 1 0 0 0 0 0 0 0 0
"Miip" 351 1027 726 566 1464 582 660 693 287
"Fv1" 38 48 207 276 84 67 188 39 32
"Mfn2" 1915 4602 3332 3333 8277 3940 2702 2316 1290
"Plod1" 692 4298 5853 5239 7881 1951 5724 1895 626
"2510039O18Rik" 1371 2618 2302 1725 5146 2887 1742 1255 753
"100861724" 0 0 0 0 0 0 0 0 0
"Nppb" 2 18 2 10 11 3 1 13 3
"Nppa" 8 8 22 18 22 27 17 6 13
"Clcn6" 431 479 630 473 971 853 572 241 292
"Mthfr" 1321 2283 2509 2920 4811 3040 2134 1319 821
"Chchd2-ps" 823 1263 2208 1676 2021 1159 1243 483 319
"Agtrap" 697 3612 1267 1408 6257 1440 834 2046 593
"Draxin" 0 38 5 9 66 7 4 49 3
"Mad2l2" 331 1042 415 303 1812 539 236 743 270
"Fbxo6" 633 2863 273 311 4648 1268 241 1580 559
"Fbxo44" 250 733 205 181 1122 411 119 476 190
"Fbxo2" 88 380 143 109 448 114 98 218 43
"Disp3" 6 2 4 8 9 10 4 0 3
"Ubiad1" 402 461 968 935 1345 952 801 224 199
"Mtor" 2310 3166 4041 4499 6226 3906 3483 1733 1281
"Angptl7" 1 4 3 1 14 7 7 2 2
"Exosc10" 2028 2516 4524 4271 5812 3996 4779 1687 1299
"Srm" 708 857 5621 3757 2486 1630 6425 548 516
"Masp2" 10 64 6 16 79 26 19 30 4
"Tardbp" 5097 6833 13695 8444 12369 9744 10518 5646 4290
"Gm572" 0 0 0 0 0 1 0 0 0
"Casz1" 4409 7251 910 875 10637 6406 931 4567 3047
"Pex14" 1210 1989 1790 1517 3726 1712 1254 1154 653
"Dffa" 480 934 538 417 2033 1093 387 465 283
"Cort" 5 4 7 4 6 5 3 4 2
"Cenps" 46 252 370 318 456 107 146 84 35
"Pgd" 4490 7156 4957 4259 14277 8761 3751 3450 2517
"Kif1b" 7891 9605 9429 8614 21296 15605 11061 5905 4503
"Ube4b" 4013 5172 6202 5809 10361 6009 4672 3075 2552
"Rbp7" 36 32 156 76 82 41 124 37 23
"Nmnat1" 72 95 115 93 191 119 74 57 49
"100861760" 0 0 1 1 3 1 1 0 1
"Lzic" 530 534 1384 1158 1247 1047 1049 329 365
"Ctnnbip1" 1081 992 1769 1581 3075 2136 1908 574 608
"Clstn1" 4099 5393 29248 29516 13911 7263 27568 2987 2108
"Pik3cd" 20 41 94 131 97 54 111 24 15
"Tmem201" 897 775 3325 2844 1993 1748 2296 449 461
"Slc25a33" 1959 1099 961 819 3555 5160 1020 592 1047
"Spsb1" 1475 2951 5648 3969 8672 4272 10883 1578 1533
"H6pd" 592 3202 740 742 6109 1705 1064 1660 527
"Mir34a" 0 1 0 0 0 0 0 1 2
"Gpr157" 140 114 99 111 207 140 67 57 65
"Slc2a5" 5 40 5 8 36 6 9 14 7
"Slc2a7" 0 0 0 0 0 0 0 0 1
"Car6" 35 28 9 4 179 128 3 20 46
"Eno1" 1043 1141 3585 3085 3029 2170 2923 543 563
"Rere" 7185 9111 8222 9103 18839 11350 8444 5732 4735
"AA666905" 8 4 2 3 2 6 3 5 2
"Slc45a1" 4 2 4 7 10 5 6 1 1
"1700045H11Rik" 10 2 3 8 1 11 4 1 3
"Errfi1" 94166 45154 92154 105096 91711 139585 120122 23223 54659
"Park7" 2116 4646 4144 3239 8336 3850 2964 2377 1422
"Tnfrsf9" 10 81 8 7 123 25 4 14 10
"Uts2" 1 0 3 1 3 4 0 0 1
"Per3" 566 627 1093 790 1508 1106 1361 656 438
"100861773" 0 0 0 0 0 0 1 0 0
"Vamp3" 1577 1569 2923 2401 3498 2971 2757 924 1115
"Camta1" 244 211 2218 2658 430 393 2025 149 151
"4930589P08Rik" 0 0 0 0 0 0 0 0 0
"Dnajc11" 1654 2256 2957 2326 4620 3029 2450 1317 1000
"Thap3" 522 786 480 398 972 480 294 585 358
"Phf13" 1783 1723 3746 4425 4722 3247 3244 1046 1206
"Klhl21" 7681 5173 20840 19866 11630 12739 18119 2028 2999
"Zbtb48" 524 549 625 590 1186 878 590 351 329
"Tas1r1" 100 46 55 82 75 114 58 42 29
"Nol9" 1459 1366 4271 3047 4132 3565 5562 888 885
"Plekhg5" 946 1104 1333 1347 2053 1217 977 750 542
"Tnfrsf25" 24 24 58 65 46 44 68 19 13
"Espn" 201 254 149 147 453 375 124 128 87
"Hes2" 2 15 3 6 15 5 0 4 0
"Acot7" 521 740 2538 2094 1639 1043 2009 287 307
"Gpr153" 86 139 5126 4942 277 319 6595 60 66
"Hes3" 1 1 6 3 1 1 6 0 0
"Icmt" 1546 3666 5792 5799 7772 3740 4600 1936 1064
"Rnf207" 100 632 290 239 929 278 466 448 134
"Rpl22" 13923 15703 17700 15150 30235 20670 13329 8452 8066
"Chd5" 15 6 59 86 24 35 83 4 9
"Kcnab2" 4 41 218 220 75 15 229 17 7
"Nphp4" 26 224 688 583 386 89 531 121 20
"Gm833" 0 0 0 0 0 0 0 0 0
"Ajap1" 0 0 9 9 0 1 5 2 0
"BC039966" 0 0 0 0 0 0 0 0 0
"A430005L14Rik" 284 295 563 486 616 434 360 154 147
"Dffb" 164 173 410 340 427 328 354 97 116
"Cep104" 804 1030 2210 2084 2309 1647 1687 546 473
"Lrrc47" 1803 1339 3498 2205 3592 2710 2648 873 790
"Smim1" 449 673 201 260 1165 679 149 393 264
"Ccdc27" 11 3 22 22 8 9 11 2 4
"Trp73" 1 5 994 1012 6 9 352 4 1
"Wrap73" 205 264 411 404 530 328 214 139 115
"Tprgl" 1832 2557 6044 8172 5888 3337 5909 1499 1186
"Megf6" 1259 490 6740 3949 1649 1627 4351 190 404
"Arhgef16" 1733 2479 1064 1003 4470 2997 709 1320 989
"Prdm16" 51 15 38 57 43 32 39 15 21
"B230104I21Rik" 0 0 0 0 0 0 0 0 0
"5930403L14Rik" 1 4 15 15 4 5 12 7 0
"Gm13111" 0 0 1 9 2 0 3 2 0
"Actrt2" 0 0 0 0 0 0 0 0 0
"Ttc34" 1 4 0 2 12 5 2 5 2
"Mmel1" 14 43 23 21 59 30 22 28 8
"Fam213b" 398 680 921 630 1104 680 600 391 240
"Tnfrsf14" 31 112 51 39 200 85 57 104 37
"Hes5" 3 0 31 19 7 1 17 1 0
"Pank4" 1477 1507 2153 1609 2730 2358 2300 1057 951
"Plch2" 607 2629 12331 13944 4128 1295 9432 1840 669
"Pex10" 272 244 387 281 514 382 202 157 165
"Rer1" 2066 3780 3384 3480 8954 4809 2775 3057 1786
"Morn1" 133 351 113 122 498 185 103 220 113
"Ski" 6935 6338 26926 26349 16953 13059 24882 3949 3932
"Gm19313" 11 12 5 5 22 22 7 4 12
"Faap20" 446 1058 931 768 1927 796 734 630 354
"Prkcz" 411 531 132 123 900 509 92 305 240
"Gabrd" 0 0 0 0 0 0 0 0 0
"5830444B04Rik" 0 0 0 0 0 0 0 0 0
"Cfap74" 1 1 7 9 2 4 11 0 0
"Tmem52" 45 29 7 9 75 79 5 23 31
"Gnb1" 13636 16287 26589 22651 39079 27155 23578 9186 8159
"Nadk" 7718 6305 5476 4686 14891 15384 4334 3410 3816
"Slc35e2" 1017 1100 1459 1324 2396 1945 1375 840 642
"Gm16023" 69 59 62 54 110 110 67 44 44
"Cdk11b" 3165 2422 4474 3689 6016 6338 4811 1994 2341
"Mmp23" 24 27 397 498 40 66 413 13 27
"Mib2" 1685 2149 2774 2260 3207 1957 2059 1071 793
"Fndc10" 164 380 216 222 768 277 108 309 138
"Ssu72" 980 2034 2224 1922 4445 2472 1700 1148 667
"Tmem240" 7 2 19 18 9 5 22 4 3
"Atad3a" 1761 1563 3400 2355 3379 2625 3485 975 967
"Atad3aos" 8 13 57 40 24 11 57 7 5
"Vwa1" 149 102 18586 16543 393 453 13226 69 135
"Tmem88b" 4 4 699 554 12 13 891 3 0
"Ankrd65" 0 1 31 39 0 0 19 0 0
"Mrpl20" 388 805 2056 1956 1839 1055 1474 539 301
"Ccnl2" 5376 4397 6528 4071 7979 10586 9637 4873 4876
"100502778" 19 13 25 18 41 75 43 13 22
"Aurkaip1" 916 1851 2177 1948 3574 1717 1463 1132 647
"Mxra8" 171 775 258 330 1232 433 248 381 138
"100861878" 0 0 0 0 0 0 0 0 0
"Dvl1" 7896 8621 6220 5227 14419 12687 6653 5019 4632
"Tas1r3" 157 98 178 285 259 338 212 66 60
"Cptp" 324 418 454 568 948 718 282 276 203
"Ints11" 1115 2738 2939 2098 4522 1983 1977 1495 764
"Pusl1" 554 509 717 412 963 881 735 280 335
"Acap3" 2201 1609 2629 1888 4285 5312 3631 1004 1401
"Ube2j2" 678 805 1457 1047 2086 1653 1386 566 506
"C1qtnf12" 864 592 4688 4413 1379 1302 3633 342 475
"B3galt6" 141 256 540 462 580 284 432 141 96
"Sdf4" 3219 7515 7634 6276 14375 6170 6367 4912 2399
"Tnfrsf4" 21 39 88 77 116 91 63 59 24
"Gm10560" 15 17 40 36 33 35 35 23 15
"Tnfrsf18" 108 80 1575 1047 207 157 1003 61 49
"Ttll10" 495 429 220 258 708 546 265 423 406
"Mir429" 2 1 1 1 5 2 0 2 0
"Mir200a" 0 1 1 2 3 3 0 1 0
"Mir200b" 0 0 0 1 2 0 0 0 0
"9430015G10Rik" 462 651 1145 901 1110 577 906 490 333
"Rnf223" 10 101 43 53 236 59 23 77 20
"Agrn" 16225 13702 76024 68126 36502 24944 71300 7491 9194
"Isg15" 275 280 207 204 529 424 250 114 109
"AW011738" 397 162 66 86 274 468 48 61 162
"Perm1" 323 452 142 151 741 667 223 350 219
"Plekhn1" 1270 1570 516 436 2470 1813 746 1289 977
"Klhl17" 986 979 1639 1752 1865 1448 1596 685 638
"Noc2l" 3201 2657 5708 4474 6019 5082 5382 1662 1874
"Samd11" 15 22 145 98 36 27 120 13 10
"Vmn2r-ps159" 0 0 0 0 0 2 0 0 0
"Vmn2r125" 0 0 1 0 1 1 0 0 0
"Dhrsx" 0 0 0 0 0 0 0 0 0
"LOC100041504" 0 0 0 0 0 0 0 0 0
"LOC100041516" 0 0 0 0 0 0 0 0 0
"LOC100043918" 0 0 0 0 0 0 0 0 0
"Gm2506" 0 0 0 0 0 0 0 0 0
"LOC100041536" 0 0 0 0 0 0 0 0 0
"100862293" 0 0 0 0 0 0 0 0 0
"LOC100862324" 0 0 0 0 0 0 0 0 0
"LOC100862220" 0 0 0 0 0 0 0 0 0
"LOC100043921" 0 0 0 0 0 0 0 0 0
"LOC100041593" 0 0 0 0 0 0 0 0 0
"LOC100041599" 0 0 0 0 0 0 0 0 0
"Vmn2r122" 0 0 0 0 0 0 0 0 0
"LOC100861969" 0 0 0 0 0 0 0 0 0
"LOC100861978" 0 0 0 0 0 0 0 0 0
"100503988" 0 0 0 0 0 0 0 0 0
"100862000" 0 0 0 0 0 0 0 0 0
"Ccl21c" 0 0 0 0 0 0 0 0 0
"Gm7819" 0 0 0 0 0 0 0 0 0
"Gm13309" 0 0 0 0 0 0 0 0 0
"4933409K07Rik" 0 0 0 0 0 0 0 0 0
"100039344" 0 0 0 0 0 0 0 0 0
"LOC100862043" 0 0 0 0 0 0 0 0 0
"Gm2002" 0 0 0 0 0 0 0 0 0
"Gm2192" 0 0 0 0 0 0 0 0 0
"Gm2023" 0 0 0 0 0 0 0 0 0
"Gm1987" 0 0 0 0 0 0 0 0 0
"Gm9615" 0 0 0 0 0 0 0 0 0
"V1rg10" 0 0 0 0 0 0 0 0 0
"Gm15772" 5401 6293 7794 6694 14547 9881 6379 3569 3293
"Cdk6" 933 282 328 323 1060 1024 381 158 499
"Fam133b" 1173 780 1906 1831 2299 2563 2060 708 890
"1700109H08Rik" 38 17 52 54 82 97 59 28 32
"Rbm48" 266 292 345 270 576 482 378 244 180
"Pex1" 828 698 833 776 1551 1664 800 491 543
"Gatad1" 1298 1642 3280 2905 3506 2451 2245 869 748
"Tmbim7" 1 0 1 1 0 0 0 0 0
"Ankib1" 1556 1646 4272 3183 4044 3434 4225 969 879
"Krit1" 936 1072 2516 1813 2457 2596 2674 948 796
"Lrrd1" 0 3 4 7 4 7 8 1 1
"Mterf1a" 13 39 32 13 57 41 16 36 16
"Akap9" 5683 7760 7749 5306 15216 11151 8309 5576 4137
"Cyp51" 1999 2103 14471 8675 4741 3824 10090 1597 1441
"Mterf1b" 9 28 10 10 18 20 9 12 6
"Fzd1" 878 387 4849 4542 1085 1187 3442 437 548
"Cdk14" 533 604 5876 5522 1577 947 6455 342 396
"1700015F17Rik" 2 2 0 1 0 0 0 0 0
"Cldn12" 1056 947 3250 2469 2541 2395 2610 634 572
"Gtpbp10" 216 269 379 395 599 397 393 236 179
"Gm8773" 7 5 27 24 7 5 23 0 2
"Cfap69" 19 59 223 147 71 62 293 75 15
"Steap2" 651 2317 2301 2093 3752 1208 1812 2023 648
"Steap1" 65 417 59 38 806 229 36 309 111
"Zfp804b" 3 13 1 0 18 5 4 7 1
"Tex47" 0 0 0 0 0 0 0 0 0
"Steap4" 6572 6424 5294 4188 17309 14025 8659 5859 5262
"Sri" 2010 4036 2080 1732 7168 3807 1770 2481 1506
"Adam22" 48 79 1136 746 64 113 1472 25 28
"Gm19440" 0 0 50 42 0 1 73 1 0
"Dbf4" 263 363 1921 1111 925 643 1120 241 187
"Slc25a40" 70 130 445 457 309 212 464 78 56
"Rundc3b" 0 0 12 25 6 1 5 1 1
"Abcb1a" 10 4 184 99 94 34 256 24 11
"Abcb1b" 8 4 1823 1433 31 27 2055 16 6
"Abcb4" 0 0 6 3 6 2 6 0 0
"Crot" 263 658 1894 1666 1239 535 2027 574 231
"Tmem243" 155 94 423 465 277 324 501 57 80
"Dmtf1" 1763 1759 4057 2477 3702 3932 5102 1647 1441
"Gm17739" 207 121 172 140 257 385 226 144 155
"9330182L06Rik" 0 1 47 30 2 4 39 1 2
"Mir879" 0 0 0 0 0 0 0 0 0
"Grm3" 0 0 0 0 0 0 0 0 0
"Gm5152" 0 0 0 0 0 0 1 0 0
"Gm6455" 0 0 0 0 0 0 0 0 0
"Gm5861" 0 0 0 1 0 0 0 0 0
"Gm8890" 0 0 0 0 0 0 0 0 0
"Speer1" 0 0 0 0 0 0 0 0 0
"Gm6460" 0 0 0 0 0 0 0 0 0
"1700003C15Rik" 0 0 0 0 0 0 0 0 0
"Gm8926" 0 0 0 0 0 0 0 0 0
"Gm6465" 0 0 0 0 0 0 0 0 0
"4933402N22Rik" 0 0 0 0 0 0 0 0 0
"Sema3d" 43 34 658 552 30 148 705 76 43
"100862252" 0 0 1 0 0 0 4 1 1
"Sema3a" 2 1 488 180 0 28 191 4 9
"Speer3" 0 0 0 0 0 0 0 0 0
"Gm6650" 0 0 0 0 0 0 0 0 0
"Sema3e" 45 32 568 191 102 43 285 22 19
"Pclo" 5 1 27 21 6 10 50 4 1
"Gm9758" 0 0 156 182 2 3 155 0 0
"Speer4e" 0 1 497 536 1 0 531 0 0
"Speer8-ps1" 1 0 42 27 0 1 34 0 0
"Gm10354" 0 0 25 26 0 0 21 0 0
"Gm17019" 0 0 39 35 0 1 29 0 0
"Gm21149" 1 1 414 444 1 5 496 1 3
"Gm21190" 0 1 856 989 10 6 878 3 1
"100861621" 0 1 611 642 1 1 583 0 1
"Speer4d" 0 0 320 422 0 0 350 0 1
"4930572O03Rik" 0 0 12 12 0 0 9 0 0
"Speer4cos" 1 0 7 14 0 0 11 0 0
"Speer4c" 0 0 75 57 0 0 57 0 0
"4930519H02Rik" 0 0 0 0 0 0 0 0 0
"Gm3510" 0 0 3 2 0 0 4 0 0
"Cacna2d1" 15 36 7727 8251 57 197 10027 29 40
"Hgf" 7 13 2687 1767 29 66 3708 12 12
"Speer4f2" 0 0 0 1 0 0 0 0 0
"Speer4f1" 0 0 3 0 0 0 1 0 0
"Sema3c" 614 566 17891 13252 960 1596 19915 323 334
"100628584" 20 18 10 11 20 8 5 20 17
"Cd36" 110 116 2139 809 1079 693 2282 525 258
"Gnat3" 0 0 0 0 1 0 0 0 0
"Gnai1" 17 21 4479 2756 70 76 2527 48 22
